Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
8600000US12015,12015,ZCTA5 12015,27042,2973
8600000US12017,12017,ZCTA5 12017,41951,14610
8600000US12018,12018,ZCTA5 12018,39681,3953
8600000US12019,12019,ZCTA5 12019,43165,2132
8600000US12020,12020,ZCTA5 12020,34241,1513
8600000US12022,12022,ZCTA5 12022,30660,4809
8600000US12023,12023,ZCTA5 12023,30931,2420
8600000US12025,12025,ZCTA5 12025,32329,3303
8600000US12027,12027,ZCTA5 12027,42967,3971
8600000US12028,12028,ZCTA5 12028,36415,8428
8600000US12029,12029,ZCTA5 12029,36496,8829
8600000US12031,12031,ZCTA5 12031,18630,4642
8600000US12032,12032,ZCTA5 12032,28988,4162
8600000US12033,12033,ZCTA5 12033,39346,5845
8600000US12035,12035,ZCTA5 12035,23864,5370
8600000US12036,12036,ZCTA5 12036,21471,4078
8600000US12037,12037,ZCTA5 12037,34194,3816
8600000US12040,12040,ZCTA5 12040,19167,10747
8600000US12041,12041,ZCTA5 12041,32106,7078
8600000US12042,12042,ZCTA5 12042,26384,10011
8600000US12043,12043,ZCTA5 12043,23867,1955
8600000US12045,12045,ZCTA5 12045,23491,9465
8600000US12046,12046,ZCTA5 12046,35231,7247
8600000US12047,12047,ZCTA5 12047,28833,1638
8600000US12051,12051,ZCTA5 12051,19967,3687
8600000US12052,12052,ZCTA5 12052,32952,4155
8600000US12053,12053,ZCTA5 12053,31200,3793
8600000US12054,12054,ZCTA5 12054,48336,3703
8600000US12056,12056,ZCTA5 12056,35410,5036
8600000US12057,12057,ZCTA5 12057,23976,3238
8600000US12058,12058,ZCTA5 12058,25965,3901
8600000US12059,12059,ZCTA5 12059,36896,3675
8600000US12060,12060,ZCTA5 12060,41430,6986
8600000US12061,12061,ZCTA5 12061,41592,3229
8600000US12062,12062,ZCTA5 12062,30086,4178
8600000US12063,12063,ZCTA5 12063,52624,29827
8600000US12064,12064,ZCTA5 12064,28535,8197
8600000US12065,12065,ZCTA5 12065,41895,1387
8600000US12066,12066,ZCTA5 12066,27885,3552
8600000US12067,12067,ZCTA5 12067,29319,4246
8600000US12068,12068,ZCTA5 12068,27039,5663
8600000US12069,12069,ZCTA5 12069,20228,11557
8600000US12070,12070,ZCTA5 12070,37013,9274
8600000US12071,12071,ZCTA5 12071,28138,8360
8600000US12072,12072,ZCTA5 12072,22232,2457
8600000US12074,12074,ZCTA5 12074,35197,4487
8600000US12075,12075,ZCTA5 12075,27796,4238
8600000US12076,12076,ZCTA5 12076,27085,2279
8600000US12077,12077,ZCTA5 12077,45562,4853
8600000US12078,12078,ZCTA5 12078,22221,1444
8600000US12083,12083,ZCTA5 12083,33426,3421
8600000US12084,12084,ZCTA5 12084,38913,4397
8600000US12085,12085,ZCTA5 12085,16674,2834
8600000US12086,12086,ZCTA5 12086,31536,4665
8600000US12087,12087,ZCTA5 12087,23193,3773
8600000US12089,12089,ZCTA5 12089,35791,8588
8600000US12090,12090,ZCTA5 12090,24744,1958
8600000US12092,12092,ZCTA5 12092,29261,7744
8600000US12093,12093,ZCTA5 12093,23504,2094
8600000US12094,12094,ZCTA5 12094,25911,3802
8600000US12095,12095,ZCTA5 12095,25845,2179
8600000US12106,12106,ZCTA5 12106,44211,5382
8600000US12108,12108,ZCTA5 12108,29902,6865
8600000US12110,12110,ZCTA5 12110,32456,2395
8600000US12115,12115,ZCTA5 12115,88093,70949
8600000US12116,12116,ZCTA5 12116,22835,3229
8600000US12117,12117,ZCTA5 12117,25708,2370
8600000US12118,12118,ZCTA5 12118,35056,2811
8600000US12120,12120,ZCTA5 12120,31291,5382
8600000US12121,12121,ZCTA5 12121,31651,4394
8600000US12122,12122,ZCTA5 12122,24217,2058
8600000US12123,12123,ZCTA5 12123,33995,2979
8600000US12124,12124,ZCTA5 12124,43700,16651
8600000US12125,12125,ZCTA5 12125,33718,5634
8600000US12130,12130,ZCTA5 12130,36585,8481
8600000US12131,12131,ZCTA5 12131,26114,9485
8600000US12132,12132,ZCTA5 12132,21303,10550
8600000US12134,12134,ZCTA5 12134,25787,1711
8600000US12136,12136,ZCTA5 12136,51612,18156
8600000US12137,12137,ZCTA5 12137,24896,3192
8600000US12138,12138,ZCTA5 12138,29531,2220
8600000US12139,12139,ZCTA5 12139,33783,8401
8600000US12140,12140,ZCTA5 12140,38982,5120
8600000US12143,12143,ZCTA5 12143,26489,2550
8600000US12144,12144,ZCTA5 12144,33674,2422
8600000US12147,12147,ZCTA5 12147,34054,9019
8600000US12148,12148,ZCTA5 12148,46644,4848
8600000US12149,12149,ZCTA5 12149,24004,1798
8600000US12150,12150,ZCTA5 12150,26883,6313
8600000US12151,12151,ZCTA5 12151,44611,9564
8600000US12153,12153,ZCTA5 12153,34345,8849
8600000US12154,12154,ZCTA5 12154,30392,3742
8600000US12155,12155,ZCTA5 12155,20397,2170
8600000US12156,12156,ZCTA5 12156,31135,7384
8600000US12157,12157,ZCTA5 12157,30785,3627
8600000US12158,12158,ZCTA5 12158,33617,2288
8600000US12159,12159,ZCTA5 12159,59400,7084
8600000US12160,12160,ZCTA5 12160,25031,4984
8600000US12161,12161,ZCTA5 12161,33210,4114
8600000US12164,12164,ZCTA5 12164,36569,6805
8600000US12165,12165,ZCTA5 12165,44453,21678
8600000US12166,12166,ZCTA5 12166,25323,3223
8600000US12167,12167,ZCTA5 12167,26410,2762
8600000US12168,12168,ZCTA5 12168,32683,5271
8600000US12169,12169,ZCTA5 12169,39391,14796
8600000US12170,12170,ZCTA5 12170,28922,3385
8600000US12172,12172,ZCTA5 12172,15185,3288
8600000US12173,12173,ZCTA5 12173,29701,2895
8600000US12174,12174,ZCTA5 12174,32195,14591
8600000US12175,12175,ZCTA5 12175,25304,4991
8600000US12176,12176,ZCTA5 12176,24399,9288
8600000US12177,12177,ZCTA5 12177,46092,16044
8600000US12180,12180,ZCTA5 12180,27285,908
8600000US12182,12182,ZCTA5 12182,24713,1735
8600000US12183,12183,ZCTA5 12183,25556,2842
8600000US12184,12184,ZCTA5 12184,38327,7245
8600000US12185,12185,ZCTA5 12185,32953,4023
8600000US12186,12186,ZCTA5 12186,42159,2332
8600000US12187,12187,ZCTA5 12187,29166,7288
8600000US12188,12188,ZCTA5 12188,36810,2827
8600000US12189,12189,ZCTA5 12189,29581,2040
8600000US12190,12190,ZCTA5 12190,21287,4299
8600000US12192,12192,ZCTA5 12192,32056,11479
8600000US12193,12193,ZCTA5 12193,40399,8907
8600000US12194,12194,ZCTA5 12194,25149,6998
8600000US12195,12195,ZCTA5 12195,27278,10411
8600000US12196,12196,ZCTA5 12196,37313,4633
8600000US12197,12197,ZCTA5 12197,23563,2881
8600000US12198,12198,ZCTA5 12198,38175,2995
8600000US12202,12202,ZCTA5 12202,18491,1434
8600000US12203,12203,ZCTA5 12203,32699,1965
8600000US12204,12204,ZCTA5 12204,35699,6570
8600000US12205,12205,ZCTA5 12205,31395,1186
8600000US12206,12206,ZCTA5 12206,19780,2438
8600000US12207,12207,ZCTA5 12207,15971,4359
8600000US12208,12208,ZCTA5 12208,33968,2066
8600000US12209,12209,ZCTA5 12209,25786,3976
8600000US12210,12210,ZCTA5 12210,38203,6219
8600000US12211,12211,ZCTA5 12211,51300,4642
8600000US12222,12222,ZCTA5 12222,2515,306
8600000US12302,12302,ZCTA5 12302,31757,1147
8600000US12303,12303,ZCTA5 12303,31899,1774
8600000US12304,12304,ZCTA5 12304,25119,1763
8600000US12305,12305,ZCTA5 12305,21216,1967
8600000US12306,12306,ZCTA5 12306,28918,1212
8600000US12307,12307,ZCTA5 12307,12914,2417
8600000US12308,12308,ZCTA5 12308,22642,1505
8600000US12309,12309,ZCTA5 12309,42291,2124
8600000US12401,12401,ZCTA5 12401,27044,1062
8600000US12404,12404,ZCTA5 12404,51153,12666
8600000US12405,12405,ZCTA5 12405,20191,3111
8600000US12406,12406,ZCTA5 12406,35263,17404
8600000US12407,12407,ZCTA5 12407,41876,12352
8600000US12409,12409,ZCTA5 12409,47384,10600
8600000US12410,12410,ZCTA5 12410,33831,4508
8600000US12411,12411,ZCTA5 12411,26016,5890
8600000US12412,12412,ZCTA5 12412,41043,15897
8600000US12413,12413,ZCTA5 12413,21406,3592
8600000US12414,12414,ZCTA5 12414,24761,2895
8600000US12416,12416,ZCTA5 12416,11661,6839
8600000US12417,12417,ZCTA5 12417,20413,6330
8600000US12418,12418,ZCTA5 12418,28766,10333
8600000US12419,12419,ZCTA5 12419,25393,8145
8600000US12420,12420,ZCTA5 12420,40952,12348
8600000US12421,12421,ZCTA5 12421,35801,7492
8600000US12422,12422,ZCTA5 12422,37803,9960
8600000US12423,12423,ZCTA5 12423,28300,5591
8600000US12424,12424,ZCTA5 12424,41064,10526
8600000US12427,12427,ZCTA5 12427,23638,7072
8600000US12428,12428,ZCTA5 12428,22453,2463
8600000US12429,12429,ZCTA5 12429,30510,18067
8600000US12430,12430,ZCTA5 12430,26686,4343
8600000US12431,12431,ZCTA5 12431,28090,11490
8600000US12432,12432,ZCTA5 12432,25710,4874
8600000US12433,12433,ZCTA5 12433,57177,11401
8600000US12434,12434,ZCTA5 12434,24504,3786
8600000US12435,12435,ZCTA5 12435,19817,7431
8600000US12436,12436,ZCTA5 12436,39750,20329
8600000US12438,12438,ZCTA5 12438,47379,35647
8600000US12439,12439,ZCTA5 12439,23430,4063
8600000US12440,12440,ZCTA5 12440,29158,5268
8600000US12441,12441,ZCTA5 12441,54330,21525
8600000US12442,12442,ZCTA5 12442,33009,16242
8600000US12443,12443,ZCTA5 12443,47171,8994
8600000US12444,12444,ZCTA5 12444,34300,7738
8600000US12446,12446,ZCTA5 12446,28785,4403
8600000US12448,12448,ZCTA5 12448,91317,30587
8600000US12449,12449,ZCTA5 12449,32097,6270
8600000US12450,12450,ZCTA5 12450,13146,9196
8600000US12451,12451,ZCTA5 12451,27759,3830
8600000US12452,12452,ZCTA5 12452,16465,5114
8600000US12453,12453,ZCTA5 12453,24913,22685
8600000US12454,12454,ZCTA5 12454,29569,4761
8600000US12455,12455,ZCTA5 12455,23901,4163
8600000US12456,12456,ZCTA5 12456,16887,4912
8600000US12457,12457,ZCTA5 12457,31668,11177
8600000US12458,12458,ZCTA5 12458,21463,3313
8600000US12459,12459,ZCTA5 12459,40280,20163
8600000US12460,12460,ZCTA5 12460,16073,6767
8600000US12461,12461,ZCTA5 12461,39907,12445
8600000US12463,12463,ZCTA5 12463,32221,9530
8600000US12464,12464,ZCTA5 12464,38705,10829
8600000US12465,12465,ZCTA5 12465,30207,8446
8600000US12466,12466,ZCTA5 12466,37895,4473
8600000US12468,12468,ZCTA5 12468,30455,7022
8600000US12469,12469,ZCTA5 12469,26834,3357
8600000US12470,12470,ZCTA5 12470,22316,10110
8600000US12471,12471,ZCTA5 12471,21517,10626
8600000US12472,12472,ZCTA5 12472,29159,4310
8600000US12473,12473,ZCTA5 12473,25492,4389
8600000US12474,12474,ZCTA5 12474,20776,3714
8600000US12475,12475,ZCTA5 12475,40392,29564
8600000US12477,12477,ZCTA5 12477,30728,2607
8600000US12480,12480,ZCTA5 12480,32850,9512
8600000US12481,12481,ZCTA5 12481,32628,8863
8600000US12482,12482,ZCTA5 12482,23871,6266
8600000US12483,12483,ZCTA5 12483,37144,12343
8600000US12484,12484,ZCTA5 12484,35239,5417
8600000US12485,12485,ZCTA5 12485,29824,5578
8600000US12486,12486,ZCTA5 12486,37414,6886
8600000US12487,12487,ZCTA5 12487,33089,4660
8600000US12489,12489,ZCTA5 12489,10403,3810
8600000US12491,12491,ZCTA5 12491,37703,8008
8600000US12492,12492,ZCTA5 12492,24798,7464
8600000US12493,12493,ZCTA5 12493,32222,10566
8600000US12494,12494,ZCTA5 12494,34394,6519
8600000US12495,12495,ZCTA5 12495,58776,26228
8600000US12496,12496,ZCTA5 12496,33150,4990
8600000US12498,12498,ZCTA5 12498,51636,7227
8600000US12501,12501,ZCTA5 12501,36139,11109
8600000US12502,12502,ZCTA5 12502,31844,5532
8600000US12503,12503,ZCTA5 12503,53908,15895
8600000US12504,12504,ZCTA5 12504,7327,1820
8600000US12507,12507,ZCTA5 12507,31769,12251
8600000US12508,12508,ZCTA5 12508,34180,2582
8600000US12513,12513,ZCTA5 12513,31397,10901
8600000US12514,12514,ZCTA5 12514,46322,6786
8600000US12515,12515,ZCTA5 12515,39329,8662
8600000US12516,12516,ZCTA5 12516,32456,9097
8600000US12517,12517,ZCTA5 12517,28083,7730
8600000US12518,12518,ZCTA5 12518,41250,4540
8600000US12520,12520,ZCTA5 12520,45566,5471
8600000US12521,12521,ZCTA5 12521,51860,15373
8600000US12522,12522,ZCTA5 12522,28273,3826
8600000US12523,12523,ZCTA5 12523,33873,5611
8600000US12524,12524,ZCTA5 12524,34678,1618
8600000US12525,12525,ZCTA5 12525,37880,9080
8600000US12526,12526,ZCTA5 12526,37399,3105
8600000US12527,12527,ZCTA5 12527,7428,12385
8600000US12528,12528,ZCTA5 12528,33287,2204
8600000US12529,12529,ZCTA5 12529,37507,5802
8600000US12530,12530,ZCTA5 12530,29064,12976
8600000US12531,12531,ZCTA5 12531,35832,3437
8600000US12533,12533,ZCTA5 12533,40801,2352
8600000US12534,12534,ZCTA5 12534,27871,2046
8600000US12538,12538,ZCTA5 12538,32467,2340
8600000US12540,12540,ZCTA5 12540,41365,3740
8600000US12542,12542,ZCTA5 12542,35095,3293
8600000US12543,12543,ZCTA5 12543,30943,3749
8600000US12545,12545,ZCTA5 12545,43371,5050
8600000US12546,12546,ZCTA5 12546,31689,6492
8600000US12547,12547,ZCTA5 12547,34856,3962
8600000US12548,12548,ZCTA5 12548,28963,5640
8600000US12549,12549,ZCTA5 12549,34546,2560
8600000US12550,12550,ZCTA5 12550,25873,1075
8600000US12553,12553,ZCTA5 12553,33266,1701
8600000US12561,12561,ZCTA5 12561,31173,2318
8600000US12563,12563,ZCTA5 12563,29121,2848
8600000US12564,12564,ZCTA5 12564,41234,5105
8600000US12565,12565,ZCTA5 12565,23595,5993
8600000US12566,12566,ZCTA5 12566,34432,3296
8600000US12567,12567,ZCTA5 12567,40350,7423
8600000US12569,12569,ZCTA5 12569,38384,5347
8600000US12570,12570,ZCTA5 12570,43150,3636
8600000US12571,12571,ZCTA5 12571,37152,3106
8600000US12572,12572,ZCTA5 12572,48188,4100
8600000US12574,12574,ZCTA5 12574,37513,14826
8600000US12575,12575,ZCTA5 12575,45041,8232
8600000US12577,12577,ZCTA5 12577,42332,9725
8600000US12578,12578,ZCTA5 12578,38708,6098
8600000US12580,12580,ZCTA5 12580,38723,5167
8600000US12581,12581,ZCTA5 12581,46026,12456
8600000US12582,12582,ZCTA5 12582,30724,3948
8600000US12583,12583,ZCTA5 12583,36191,8438
8600000US12585,12585,ZCTA5 12585,48449,11543
8600000US12586,12586,ZCTA5 12586,29982,2848
8600000US12589,12589,ZCTA5 12589,28554,4870
8600000US12590,12590,ZCTA5 12590,37944,2275
8600000US12592,12592,ZCTA5 12592,30331,6466
8600000US12594,12594,ZCTA5 12594,26800,3168
8600000US12601,12601,ZCTA5 12601,23667,1188
8600000US12603,12603,ZCTA5 12603,35456,1529
8600000US12604,12604,ZCTA5 12604,5135,2884
8600000US12701,12701,ZCTA5 12701,22214,2469
8600000US12719,12719,ZCTA5 12719,40481,8971
8600000US12720,12720,ZCTA5 12720,37550,10265
8600000US12721,12721,ZCTA5 12721,27130,2485
8600000US12722,12722,ZCTA5 12722,44294,29701
8600000US12723,12723,ZCTA5 12723,27240,3352
8600000US12724,12724,ZCTA5 12724,27561,9554
8600000US12725,12725,ZCTA5 12725,32889,10745
8600000US12726,12726,ZCTA5 12726,37059,5984
8600000US12729,12729,ZCTA5 12729,28986,8291
8600000US12732,12732,ZCTA5 12732,34166,11194
8600000US12733,12733,ZCTA5 12733,9305,2277
8600000US12734,12734,ZCTA5 12734,28744,6472
8600000US12736,12736,ZCTA5 12736,20235,8892
8600000US12737,12737,ZCTA5 12737,26913,3491
8600000US12738,12738,ZCTA5 12738,23525,8265
8600000US12740,12740,ZCTA5 12740,30286,4171
8600000US12741,12741,ZCTA5 12741,27216,5799
8600000US12742,12742,ZCTA5 12742,26689,10589
8600000US12743,12743,ZCTA5 12743,36421,11238
8600000US12745,12745,ZCTA5 12745,33582,18044
8600000US12746,12746,ZCTA5 12746,29665,4418
8600000US12747,12747,ZCTA5 12747,32205,5972
8600000US12748,12748,ZCTA5 12748,42908,16673
8600000US12749,12749,ZCTA5 12749,35632,8407
8600000US12750,12750,ZCTA5 12750,29424,6979
8600000US12751,12751,ZCTA5 12751,16322,2919
8600000US12752,12752,ZCTA5 12752,32039,9666
8600000US12754,12754,ZCTA5 12754,22148,2981
8600000US12758,12758,ZCTA5 12758,29043,6815
8600000US12759,12759,ZCTA5 12759,16865,7107
8600000US12760,12760,ZCTA5 12760,32748,6758
8600000US12762,12762,ZCTA5 12762,32508,17519
8600000US12763,12763,ZCTA5 12763,28774,6063
8600000US12764,12764,ZCTA5 12764,34761,4937
8600000US12765,12765,ZCTA5 12765,28592,4706
8600000US12766,12766,ZCTA5 12766,28960,4932
8600000US12767,12767,ZCTA5 12767,34121,10438
8600000US12768,12768,ZCTA5 12768,32695,5618
8600000US12769,12769,ZCTA5 12769,40570,8293
8600000US12770,12770,ZCTA5 12770,34660,12732
8600000US12771,12771,ZCTA5 12771,27296,2201
8600000US12775,12775,ZCTA5 12775,39287,3877
8600000US12776,12776,ZCTA5 12776,34554,8526
8600000US12777,12777,ZCTA5 12777,49550,10867
8600000US12778,12778,ZCTA5 12778,43950,23969
8600000US12779,12779,ZCTA5 12779,15900,3293
8600000US12780,12780,ZCTA5 12780,22301,3999
8600000US12781,12781,ZCTA5 12781,21162,7113
8600000US12783,12783,ZCTA5 12783,22816,3615
8600000US12784,12784,ZCTA5 12784,6334,3598
8600000US12785,12785,ZCTA5 12785,29347,6694
8600000US12786,12786,ZCTA5 12786,28378,11964
8600000US12787,12787,ZCTA5 12787,27598,9663
8600000US12788,12788,ZCTA5 12788,17596,2887
8600000US12789,12789,ZCTA5 12789,27930,3901
8600000US12790,12790,ZCTA5 12790,26541,3378
8600000US12791,12791,ZCTA5 12791,20456,3848
8600000US12792,12792,ZCTA5 12792,20470,13152
8600000US12801,12801,ZCTA5 12801,27147,1707
8600000US12803,12803,ZCTA5 12803,29254,1836
8600000US12804,12804,ZCTA5 12804,34945,1989
8600000US12808,12808,ZCTA5 12808,43684,7597
8600000US12809,12809,ZCTA5 12809,27256,2779
8600000US12810,12810,ZCTA5 12810,27631,3286
8600000US12811,12811,ZCTA5 12811,12232,3307
8600000US12812,12812,ZCTA5 12812,24932,9135
8600000US12814,12814,ZCTA5 12814,35519,9144
8600000US12815,12815,ZCTA5 12815,31256,4188
8600000US12816,12816,ZCTA5 12816,27824,1726
8600000US12817,12817,ZCTA5 12817,30251,3630
8600000US12819,12819,ZCTA5 12819,25436,3284
8600000US12821,12821,ZCTA5 12821,4564,1412
8600000US12822,12822,ZCTA5 12822,24632,1540
8600000US12823,12823,ZCTA5 12823,23194,7304
8600000US12824,12824,ZCTA5 12824,39579,7456
8600000US12827,12827,ZCTA5 12827,25740,2490
8600000US12828,12828,ZCTA5 12828,27500,2943
8600000US12831,12831,ZCTA5 12831,33585,2354
8600000US12832,12832,ZCTA5 12832,22535,2048
8600000US12833,12833,ZCTA5 12833,34450,3300
8600000US12834,12834,ZCTA5 12834,33071,3629
8600000US12835,12835,ZCTA5 12835,26727,2277
8600000US12836,12836,ZCTA5 12836,31103,3793
8600000US12837,12837,ZCTA5 12837,21919,4622
8600000US12838,12838,ZCTA5 12838,31827,4708
8600000US12839,12839,ZCTA5 12839,24308,1984
8600000US12841,12841,ZCTA5 12841,54447,25159
8600000US12842,12842,ZCTA5 12842,32363,12713
8600000US12843,12843,ZCTA5 12843,21585,6031
8600000US12844,12844,ZCTA5 12844,36154,16990
8600000US12845,12845,ZCTA5 12845,40015,4552
8600000US12846,12846,ZCTA5 12846,25646,2965
8600000US12847,12847,ZCTA5 12847,24492,6063
8600000US12849,12849,ZCTA5 12849,25929,13607
8600000US12850,12850,ZCTA5 12850,33289,5338
8600000US12851,12851,ZCTA5 12851,26010,6359
8600000US12852,12852,ZCTA5 12852,28399,3704
8600000US12853,12853,ZCTA5 12853,21430,3820
8600000US12855,12855,ZCTA5 12855,26977,4318
8600000US12856,12856,ZCTA5 12856,22054,6704
8600000US12857,12857,ZCTA5 12857,24713,7768
8600000US12858,12858,ZCTA5 12858,32130,12183
8600000US12859,12859,ZCTA5 12859,30637,4070
8600000US12860,12860,ZCTA5 12860,20499,7757
8600000US12861,12861,ZCTA5 12861,37211,7658
8600000US12863,12863,ZCTA5 12863,37882,6325
8600000US12865,12865,ZCTA5 12865,25901,2049
8600000US12866,12866,ZCTA5 12866,44067,2494
8600000US12870,12870,ZCTA5 12870,24427,4133
8600000US12871,12871,ZCTA5 12871,32279,6725
8600000US12872,12872,ZCTA5 12872,11241,5306
8600000US12873,12873,ZCTA5 12873,26518,3181
8600000US12874,12874,ZCTA5 12874,53946,11943
8600000US12878,12878,ZCTA5 12878,24535,2477
8600000US12883,12883,ZCTA5 12883,29118,6825
8600000US12884,12884,ZCTA5 12884,21338,4069
8600000US12885,12885,ZCTA5 12885,27214,3859
8600000US12886,12886,ZCTA5 12886,30604,10960
8600000US12887,12887,ZCTA5 12887,22966,1575
8600000US12901,12901,ZCTA5 12901,23785,1067
8600000US12903,12903,ZCTA5 12903,34955,4447
8600000US12910,12910,ZCTA5 12910,18979,3185
8600000US12911,12911,ZCTA5 12911,26952,2441
8600000US12912,12912,ZCTA5 12912,27142,3694
8600000US12913,12913,ZCTA5 12913,31077,5915
8600000US12914,12914,ZCTA5 12914,21471,4274
8600000US12916,12916,ZCTA5 12916,30478,8169
8600000US12917,12917,ZCTA5 12917,28290,4831
8600000US12918,12918,ZCTA5 12918,28167,3053
8600000US12919,12919,ZCTA5 12919,20218,3197
8600000US12920,12920,ZCTA5 12920,27010,4396
8600000US12921,12921,ZCTA5 12921,31442,4115
8600000US12922,12922,ZCTA5 12922,30862,9786
8600000US12923,12923,ZCTA5 12923,23219,3440
8600000US12924,12924,ZCTA5 12924,26009,11270
8600000US12926,12926,ZCTA5 12926,26612,2749
8600000US12927,12927,ZCTA5 12927,28941,5139
8600000US12928,12928,ZCTA5 12928,23546,3406
8600000US12929,12929,ZCTA5 12929,4656,1246
8600000US12930,12930,ZCTA5 12930,22644,2899
8600000US12932,12932,ZCTA5 12932,27007,3227
8600000US12933,12933,ZCTA5 12933,26938,21538
8600000US12934,12934,ZCTA5 12934,21629,3633
8600000US12935,12935,ZCTA5 12935,24039,3452
8600000US12936,12936,ZCTA5 12936,32567,8294
8600000US12937,12937,ZCTA5 12937,20801,2241
8600000US12939,12939,ZCTA5 12939,28260,6297
8600000US12941,12941,ZCTA5 12941,26385,2618
8600000US12942,12942,ZCTA5 12942,36831,5720
8600000US12943,12943,ZCTA5 12943,25900,6295
8600000US12944,12944,ZCTA5 12944,24116,2221
8600000US12945,12945,ZCTA5 12945,35741,13245
8600000US12946,12946,ZCTA5 12946,32379,3812
8600000US12950,12950,ZCTA5 12950,24495,3221
8600000US12952,12952,ZCTA5 12952,18804,6129
8600000US12953,12953,ZCTA5 12953,19050,1516
8600000US12955,12955,ZCTA5 12955,27183,5134
8600000US12956,12956,ZCTA5 12956,21157,5897
8600000US12957,12957,ZCTA5 12957,24036,4507
8600000US12958,12958,ZCTA5 12958,24234,5971
8600000US12959,12959,ZCTA5 12959,24881,4696
8600000US12960,12960,ZCTA5 12960,25713,5198
8600000US12961,12961,ZCTA5 12961,18793,4286
8600000US12962,12962,ZCTA5 12962,35218,6735
8600000US12964,12964,ZCTA5 12964,35290,9012
8600000US12965,12965,ZCTA5 12965,16990,3353
8600000US12966,12966,ZCTA5 12966,18887,1964
8600000US12967,12967,ZCTA5 12967,16745,3800
8600000US12969,12969,ZCTA5 12969,24942,5078
8600000US12970,12970,ZCTA5 12970,12397,2378
8600000US12972,12972,ZCTA5 12972,33491,4100
8600000US12973,12973,ZCTA5 12973,21603,6593
8600000US12974,12974,ZCTA5 12974,26532,3321
8600000US12975,12975,ZCTA5 12975,41058,11563
8600000US12976,12976,ZCTA5 12976,40882,9389
8600000US12977,12977,ZCTA5 12977,8794,3534
8600000US12978,12978,ZCTA5 12978,21918,13504
8600000US12979,12979,ZCTA5 12979,32092,3593
8600000US12980,12980,ZCTA5 12980,22560,3223
8600000US12981,12981,ZCTA5 12981,27809,3721
8600000US12983,12983,ZCTA5 12983,29766,1971
8600000US12985,12985,ZCTA5 12985,23101,4924
8600000US12986,12986,ZCTA5 12986,28309,2676
8600000US12987,12987,ZCTA5 12987,24685,5879
8600000US12989,12989,ZCTA5 12989,31999,3910
8600000US12992,12992,ZCTA5 12992,27503,3955
8600000US12993,12993,ZCTA5 12993,30121,4761
8600000US12996,12996,ZCTA5 12996,33951,8524
8600000US12997,12997,ZCTA5 12997,29575,3405
8600000US12998,12998,ZCTA5 12998,24180,6242
8600000US13020,13020,ZCTA5 13020,28383,5611
8600000US13021,13021,ZCTA5 13021,27516,845
8600000US13024,13024,ZCTA5 13024,3234,2705
8600000US13026,13026,ZCTA5 13026,28080,3254
8600000US13027,13027,ZCTA5 13027,34785,1562
8600000US13028,13028,ZCTA5 13028,27764,8752
8600000US13029,13029,ZCTA5 13029,31675,4771
8600000US13030,13030,ZCTA5 13030,30271,3307
8600000US13031,13031,ZCTA5 13031,34312,1562
8600000US13032,13032,ZCTA5 13032,27397,1898
8600000US13033,13033,ZCTA5 13033,26680,1910
8600000US13034,13034,ZCTA5 13034,32151,4522
8600000US13035,13035,ZCTA5 13035,37466,3511
8600000US13036,13036,ZCTA5 13036,25425,1604
8600000US13037,13037,ZCTA5 13037,29759,2197
8600000US13039,13039,ZCTA5 13039,35443,1659
8600000US13040,13040,ZCTA5 13040,23704,1832
8600000US13041,13041,ZCTA5 13041,33497,2744
8600000US13042,13042,ZCTA5 13042,21681,4131
8600000US13044,13044,ZCTA5 13044,30598,4116
8600000US13045,13045,ZCTA5 13045,23962,1044
8600000US13051,13051,ZCTA5 13051,7066,12432
8600000US13052,13052,ZCTA5 13052,26001,2763
8600000US13053,13053,ZCTA5 13053,34335,6103
8600000US13054,13054,ZCTA5 13054,21623,4248
8600000US13057,13057,ZCTA5 13057,30180,1456
8600000US13060,13060,ZCTA5 13060,28354,3388
8600000US13061,13061,ZCTA5 13061,29618,4539
8600000US13062,13062,ZCTA5 13062,16443,8677
8600000US13063,13063,ZCTA5 13063,30654,4249
8600000US13064,13064,ZCTA5 13064,87551,36304
8600000US13066,13066,ZCTA5 13066,48584,3274
8600000US13068,13068,ZCTA5 13068,27809,2804
8600000US13069,13069,ZCTA5 13069,22736,1272
8600000US13071,13071,ZCTA5 13071,27594,2698
8600000US13072,13072,ZCTA5 13072,23090,3386
8600000US13073,13073,ZCTA5 13073,29863,3762
8600000US13074,13074,ZCTA5 13074,23348,1884
8600000US13076,13076,ZCTA5 13076,28167,4617
8600000US13077,13077,ZCTA5 13077,25878,1926
8600000US13078,13078,ZCTA5 13078,47697,4400
8600000US13080,13080,ZCTA5 13080,30309,3782
8600000US13081,13081,ZCTA5 13081,38463,6748
8600000US13082,13082,ZCTA5 13082,28873,3257
8600000US13083,13083,ZCTA5 13083,24442,2602
8600000US13084,13084,ZCTA5 13084,30949,3443
8600000US13087,13087,ZCTA5 13087,50977,22098
8600000US13088,13088,ZCTA5 13088,30484,1526
8600000US13090,13090,ZCTA5 13090,32718,1281
8600000US13092,13092,ZCTA5 13092,26992,2879
8600000US13101,13101,ZCTA5 13101,25372,1821
