Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2017 inflation-adjusted dollars)
8600000US10128,10128,ZCTA5 10128,97642,4276
8600000US10152,10152,ZCTA5 10152,-,**
8600000US10153,10153,ZCTA5 10153,-,**
8600000US10154,10154,ZCTA5 10154,-,**
8600000US10162,10162,ZCTA5 10162,115392,25482
8600000US10165,10165,ZCTA5 10165,-,**
8600000US10167,10167,ZCTA5 10167,-,**
8600000US10168,10168,ZCTA5 10168,-,**
8600000US10169,10169,ZCTA5 10169,-,**
8600000US10170,10170,ZCTA5 10170,-,**
8600000US10171,10171,ZCTA5 10171,-,**
8600000US10172,10172,ZCTA5 10172,-,**
8600000US10173,10173,ZCTA5 10173,-,**
8600000US10174,10174,ZCTA5 10174,-,**
8600000US10177,10177,ZCTA5 10177,-,**
8600000US10199,10199,ZCTA5 10199,-,**
8600000US10271,10271,ZCTA5 10271,-,**
8600000US10278,10278,ZCTA5 10278,-,**
8600000US10279,10279,ZCTA5 10279,-,**
8600000US10280,10280,ZCTA5 10280,108281,14960
8600000US10282,10282,ZCTA5 10282,127960,16588
8600000US10301,10301,ZCTA5 10301,30390,1661
8600000US10302,10302,ZCTA5 10302,25824,1502
8600000US10303,10303,ZCTA5 10303,23038,1598
8600000US10304,10304,ZCTA5 10304,31609,2743
8600000US10305,10305,ZCTA5 10305,31010,1581
8600000US10306,10306,ZCTA5 10306,36277,1597
8600000US10307,10307,ZCTA5 10307,38073,3540
8600000US10308,10308,ZCTA5 10308,37435,2347
8600000US10309,10309,ZCTA5 10309,40598,2640
8600000US10310,10310,ZCTA5 10310,30838,1626
8600000US10311,10311,ZCTA5 10311,-,**
8600000US10312,10312,ZCTA5 10312,38250,1544
8600000US10314,10314,ZCTA5 10314,34780,1141
8600000US10451,10451,ZCTA5 10451,19116,2001
8600000US10452,10452,ZCTA5 10452,14142,712
8600000US10453,10453,ZCTA5 10453,13386,566
8600000US10454,10454,ZCTA5 10454,12900,998
8600000US10455,10455,ZCTA5 10455,14241,1352
8600000US10456,10456,ZCTA5 10456,14424,883
8600000US10457,10457,ZCTA5 10457,13952,806
8600000US10458,10458,ZCTA5 10458,15612,761
8600000US10459,10459,ZCTA5 10459,13893,809
8600000US10460,10460,ZCTA5 10460,14716,801
8600000US10461,10461,ZCTA5 10461,28352,1369
8600000US10462,10462,ZCTA5 10462,24718,805
8600000US10463,10463,ZCTA5 10463,33630,1953
8600000US10464,10464,ZCTA5 10464,43462,4390
8600000US10465,10465,ZCTA5 10465,33839,1661
8600000US10466,10466,ZCTA5 10466,23060,816
8600000US10467,10467,ZCTA5 10467,18402,843
8600000US10468,10468,ZCTA5 10468,16902,830
8600000US10469,10469,ZCTA5 10469,24621,728
8600000US10470,10470,ZCTA5 10470,30792,2065
8600000US10471,10471,ZCTA5 10471,43996,3239
8600000US10472,10472,ZCTA5 10472,15117,698
8600000US10473,10473,ZCTA5 10473,20315,908
8600000US10474,10474,ZCTA5 10474,12362,1773
8600000US10475,10475,ZCTA5 10475,27175,2125
8600000US10501,10501,ZCTA5 10501,58472,9269
8600000US10502,10502,ZCTA5 10502,70705,6865
8600000US10503,10503,ZCTA5 10503,108945,46825
8600000US10504,10504,ZCTA5 10504,106228,13313
8600000US10505,10505,ZCTA5 10505,53019,12832
8600000US10506,10506,ZCTA5 10506,121965,15292
8600000US10507,10507,ZCTA5 10507,37806,6944
8600000US10509,10509,ZCTA5 10509,41644,2183
8600000US10510,10510,ZCTA5 10510,79130,6385
8600000US10511,10511,ZCTA5 10511,39173,3745
8600000US10512,10512,ZCTA5 10512,44684,2450
8600000US10514,10514,ZCTA5 10514,113120,9545
8600000US10516,10516,ZCTA5 10516,54459,7589
8600000US10517,10517,ZCTA5 10517,34010,8757
8600000US10518,10518,ZCTA5 10518,74590,17324
8600000US10519,10519,ZCTA5 10519,97884,77265
8600000US10520,10520,ZCTA5 10520,57774,4151
8600000US10522,10522,ZCTA5 10522,60490,7234
8600000US10523,10523,ZCTA5 10523,37921,3490
8600000US10524,10524,ZCTA5 10524,59305,8034
8600000US10526,10526,ZCTA5 10526,73620,17835
8600000US10527,10527,ZCTA5 10527,54136,6507
8600000US10528,10528,ZCTA5 10528,66277,6482
8600000US10530,10530,ZCTA5 10530,61309,4082
8600000US10532,10532,ZCTA5 10532,41876,4159
8600000US10533,10533,ZCTA5 10533,82298,12257
8600000US10535,10535,ZCTA5 10535,36425,14699
8600000US10536,10536,ZCTA5 10536,84666,8166
8600000US10537,10537,ZCTA5 10537,42354,9509
8600000US10538,10538,ZCTA5 10538,96605,9095
8600000US10541,10541,ZCTA5 10541,44168,3656
8600000US10543,10543,ZCTA5 10543,58834,5189
8600000US10545,10545,ZCTA5 10545,20855,13585
8600000US10546,10546,ZCTA5 10546,72709,18384
8600000US10547,10547,ZCTA5 10547,35977,2764
8600000US10548,10548,ZCTA5 10548,40314,5550
8600000US10549,10549,ZCTA5 10549,57204,5563
8600000US10550,10550,ZCTA5 10550,23387,1219
8600000US10552,10552,ZCTA5 10552,41689,2176
8600000US10553,10553,ZCTA5 10553,28365,2496
8600000US10560,10560,ZCTA5 10560,69663,10997
8600000US10562,10562,ZCTA5 10562,36120,1902
8600000US10566,10566,ZCTA5 10566,32407,3001
8600000US10567,10567,ZCTA5 10567,50080,2663
8600000US10570,10570,ZCTA5 10570,57076,4867
8600000US10573,10573,ZCTA5 10573,37967,2374
8600000US10576,10576,ZCTA5 10576,126593,18485
8600000US10577,10577,ZCTA5 10577,54963,16729
8600000US10578,10578,ZCTA5 10578,38378,9086
8600000US10579,10579,ZCTA5 10579,46908,4217
8600000US10580,10580,ZCTA5 10580,96920,5736
8600000US10583,10583,ZCTA5 10583,100087,4651
8600000US10588,10588,ZCTA5 10588,37021,5716
8600000US10589,10589,ZCTA5 10589,58420,6478
8600000US10590,10590,ZCTA5 10590,70172,7948
8600000US10591,10591,ZCTA5 10591,51093,4072
8600000US10594,10594,ZCTA5 10594,50327,4542
8600000US10595,10595,ZCTA5 10595,42210,5957
8600000US10596,10596,ZCTA5 10596,35586,7809
8600000US10597,10597,ZCTA5 10597,121502,20518
8600000US10598,10598,ZCTA5 10598,51727,3331
8600000US10601,10601,ZCTA5 10601,55196,8293
8600000US10603,10603,ZCTA5 10603,47048,2918
8600000US10604,10604,ZCTA5 10604,51097,5868
8600000US10605,10605,ZCTA5 10605,58155,4574
8600000US10606,10606,ZCTA5 10606,36351,3259
8600000US10607,10607,ZCTA5 10607,53855,4828
8600000US10701,10701,ZCTA5 10701,25969,1192
8600000US10703,10703,ZCTA5 10703,26932,1851
8600000US10704,10704,ZCTA5 10704,35853,1763
8600000US10705,10705,ZCTA5 10705,24269,1473
8600000US10706,10706,ZCTA5 10706,70934,5534
8600000US10707,10707,ZCTA5 10707,55540,5924
8600000US10708,10708,ZCTA5 10708,74613,4254
8600000US10709,10709,ZCTA5 10709,57988,5114
8600000US10710,10710,ZCTA5 10710,41988,2150
8600000US10801,10801,ZCTA5 10801,31032,1610
8600000US10803,10803,ZCTA5 10803,77330,5615
8600000US10804,10804,ZCTA5 10804,87302,6457
8600000US10805,10805,ZCTA5 10805,34859,2922
8600000US10901,10901,ZCTA5 10901,45748,2638
8600000US10911,10911,ZCTA5 10911,-,**
8600000US10913,10913,ZCTA5 10913,46831,5007
8600000US10914,10914,ZCTA5 10914,41271,11910
8600000US10915,10915,ZCTA5 10915,45464,4975
8600000US10916,10916,ZCTA5 10916,38073,4184
8600000US10917,10917,ZCTA5 10917,41346,8819
8600000US10918,10918,ZCTA5 10918,35551,2774
8600000US10919,10919,ZCTA5 10919,32837,7101
8600000US10920,10920,ZCTA5 10920,42649,3210
8600000US10921,10921,ZCTA5 10921,38163,3786
8600000US10922,10922,ZCTA5 10922,41227,5738
8600000US10923,10923,ZCTA5 10923,31866,3073
8600000US10924,10924,ZCTA5 10924,41205,3447
8600000US10925,10925,ZCTA5 10925,39768,5837
8600000US10926,10926,ZCTA5 10926,35065,4022
8600000US10927,10927,ZCTA5 10927,24435,2038
8600000US10928,10928,ZCTA5 10928,41435,4735
8600000US10930,10930,ZCTA5 10930,44260,4140
8600000US10931,10931,ZCTA5 10931,29191,3978
8600000US10932,10932,ZCTA5 10932,16067,13687
8600000US10933,10933,ZCTA5 10933,23675,6404
8600000US10940,10940,ZCTA5 10940,29448,1390
8600000US10941,10941,ZCTA5 10941,32777,2413
8600000US10950,10950,ZCTA5 10950,23668,1032
8600000US10952,10952,ZCTA5 10952,18850,1003
8600000US10953,10953,ZCTA5 10953,58662,20294
8600000US10954,10954,ZCTA5 10954,44791,3261
8600000US10956,10956,ZCTA5 10956,51630,2193
8600000US10958,10958,ZCTA5 10958,31177,2814
8600000US10960,10960,ZCTA5 10960,49634,4034
8600000US10962,10962,ZCTA5 10962,47744,7132
8600000US10963,10963,ZCTA5 10963,23638,4475
8600000US10964,10964,ZCTA5 10964,70664,14444
8600000US10965,10965,ZCTA5 10965,47856,3465
8600000US10968,10968,ZCTA5 10968,82415,25079
8600000US10969,10969,ZCTA5 10969,42143,11554
8600000US10970,10970,ZCTA5 10970,41573,3632
8600000US10973,10973,ZCTA5 10973,39565,6791
8600000US10974,10974,ZCTA5 10974,36326,2664
8600000US10975,10975,ZCTA5 10975,75907,33695
8600000US10976,10976,ZCTA5 10976,34128,6057
8600000US10977,10977,ZCTA5 10977,22360,1747
8600000US10979,10979,ZCTA5 10979,19981,4065
8600000US10980,10980,ZCTA5 10980,39711,2623
8600000US10983,10983,ZCTA5 10983,50734,9271
8600000US10984,10984,ZCTA5 10984,41110,4933
8600000US10985,10985,ZCTA5 10985,47868,22050
8600000US10986,10986,ZCTA5 10986,56319,9142
8600000US10987,10987,ZCTA5 10987,59084,5385
8600000US10988,10988,ZCTA5 10988,36720,9175
8600000US10989,10989,ZCTA5 10989,45155,3892
8600000US10990,10990,ZCTA5 10990,47053,5674
8600000US10992,10992,ZCTA5 10992,36542,2424
8600000US10993,10993,ZCTA5 10993,22702,3066
8600000US10994,10994,ZCTA5 10994,54696,5232
8600000US10996,10996,ZCTA5 10996,19957,2188
8600000US10998,10998,ZCTA5 10998,33654,4501
8600000US11001,11001,ZCTA5 11001,41986,2103
8600000US11003,11003,ZCTA5 11003,30492,1445
8600000US11004,11004,ZCTA5 11004,38119,2994
8600000US11005,11005,ZCTA5 11005,56302,15163
8600000US11010,11010,ZCTA5 11010,36963,1887
8600000US11020,11020,ZCTA5 11020,60793,9611
8600000US11021,11021,ZCTA5 11021,63756,3706
8600000US11023,11023,ZCTA5 11023,49442,6760
8600000US11024,11024,ZCTA5 11024,56747,8699
8600000US11030,11030,ZCTA5 11030,93443,7164
8600000US11040,11040,ZCTA5 11040,45105,2068
8600000US11042,11042,ZCTA5 11042,21133,3616
8600000US11050,11050,ZCTA5 11050,67211,4302
8600000US11096,11096,ZCTA5 11096,22723,2795
8600000US11101,11101,ZCTA5 11101,43063,2676
8600000US11102,11102,ZCTA5 11102,35275,2124
8600000US11103,11103,ZCTA5 11103,36827,1505
8600000US11104,11104,ZCTA5 11104,37114,2359
8600000US11105,11105,ZCTA5 11105,38318,1573
8600000US11106,11106,ZCTA5 11106,35257,1731
8600000US11109,11109,ZCTA5 11109,91942,9038
8600000US11201,11201,ZCTA5 11201,77491,3613
8600000US11203,11203,ZCTA5 11203,24026,685
8600000US11204,11204,ZCTA5 11204,21587,850
8600000US11205,11205,ZCTA5 11205,28894,1553
8600000US11206,11206,ZCTA5 11206,21148,1040
8600000US11207,11207,ZCTA5 11207,19498,790
8600000US11208,11208,ZCTA5 11208,18319,770
8600000US11209,11209,ZCTA5 11209,41538,1521
8600000US11210,11210,ZCTA5 11210,28212,1006
8600000US11211,11211,ZCTA5 11211,39123,1671
8600000US11212,11212,ZCTA5 11212,18150,1447
8600000US11213,11213,ZCTA5 11213,22191,944
8600000US11214,11214,ZCTA5 11214,25791,950
8600000US11215,11215,ZCTA5 11215,67148,2868
8600000US11216,11216,ZCTA5 11216,34644,1874
8600000US11217,11217,ZCTA5 11217,63967,3146
8600000US11218,11218,ZCTA5 11218,29112,1299
8600000US11219,11219,ZCTA5 11219,15725,707
8600000US11220,11220,ZCTA5 11220,18459,617
8600000US11221,11221,ZCTA5 11221,24707,966
8600000US11222,11222,ZCTA5 11222,46592,1661
8600000US11223,11223,ZCTA5 11223,24860,1042
8600000US11224,11224,ZCTA5 11224,22584,1665
8600000US11225,11225,ZCTA5 11225,30351,1373
8600000US11226,11226,ZCTA5 11226,24798,963
8600000US11228,11228,ZCTA5 11228,30740,1069
8600000US11229,11229,ZCTA5 11229,29597,995
8600000US11230,11230,ZCTA5 11230,25810,987
8600000US11231,11231,ZCTA5 11231,60619,3433
8600000US11232,11232,ZCTA5 11232,24043,2388
8600000US11233,11233,ZCTA5 11233,22163,861
8600000US11234,11234,ZCTA5 11234,33502,1039
8600000US11235,11235,ZCTA5 11235,31005,1203
8600000US11236,11236,ZCTA5 11236,26886,689
8600000US11237,11237,ZCTA5 11237,23115,1022
8600000US11238,11238,ZCTA5 11238,49004,2183
8600000US11239,11239,ZCTA5 11239,19375,1779
8600000US11351,11351,ZCTA5 11351,-,**
8600000US11354,11354,ZCTA5 11354,24252,1282
8600000US11355,11355,ZCTA5 11355,20034,769
8600000US11356,11356,ZCTA5 11356,25148,1853
8600000US11357,11357,ZCTA5 11357,37105,2333
8600000US11358,11358,ZCTA5 11358,32137,1264
8600000US11359,11359,ZCTA5 11359,-,**
8600000US11360,11360,ZCTA5 11360,45446,2629
8600000US11361,11361,ZCTA5 11361,37166,1496
8600000US11362,11362,ZCTA5 11362,38986,2639
8600000US11363,11363,ZCTA5 11363,46719,5643
8600000US11364,11364,ZCTA5 11364,36515,2079
8600000US11365,11365,ZCTA5 11365,29830,1735
8600000US11366,11366,ZCTA5 11366,31649,1925
8600000US11367,11367,ZCTA5 11367,27413,1485
8600000US11368,11368,ZCTA5 11368,16826,697
8600000US11369,11369,ZCTA5 11369,21685,960
8600000US11370,11370,ZCTA5 11370,22720,2402
8600000US11371,11371,ZCTA5 11371,-,**
8600000US11372,11372,ZCTA5 11372,27761,1481
8600000US11373,11373,ZCTA5 11373,22249,884
8600000US11374,11374,ZCTA5 11374,35632,1814
8600000US11375,11375,ZCTA5 11375,46430,1632
8600000US11377,11377,ZCTA5 11377,25978,825
8600000US11378,11378,ZCTA5 11378,32263,1593
8600000US11379,11379,ZCTA5 11379,36301,1307
8600000US11385,11385,ZCTA5 11385,27568,749
8600000US11411,11411,ZCTA5 11411,33473,1386
8600000US11412,11412,ZCTA5 11412,27935,1048
8600000US11413,11413,ZCTA5 11413,30087,1165
8600000US11414,11414,ZCTA5 11414,36334,3096
8600000US11415,11415,ZCTA5 11415,37544,3287
8600000US11416,11416,ZCTA5 11416,21709,979
8600000US11417,11417,ZCTA5 11417,25481,1345
8600000US11418,11418,ZCTA5 11418,24653,1319
8600000US11419,11419,ZCTA5 11419,22049,748
8600000US11420,11420,ZCTA5 11420,24460,1125
8600000US11421,11421,ZCTA5 11421,25205,1188
8600000US11422,11422,ZCTA5 11422,30216,1564
8600000US11423,11423,ZCTA5 11423,27902,1323
8600000US11424,11424,ZCTA5 11424,-,**
8600000US11425,11425,ZCTA5 11425,-,**
8600000US11426,11426,ZCTA5 11426,32021,2247
8600000US11427,11427,ZCTA5 11427,32110,2250
8600000US11428,11428,ZCTA5 11428,25256,1049
8600000US11429,11429,ZCTA5 11429,27442,1359
8600000US11430,11430,ZCTA5 11430,7330,2094
8600000US11432,11432,ZCTA5 11432,23174,1006
8600000US11433,11433,ZCTA5 11433,20816,1289
8600000US11434,11434,ZCTA5 11434,25446,798
8600000US11435,11435,ZCTA5 11435,25498,1188
8600000US11436,11436,ZCTA5 11436,25222,1652
8600000US11451,11451,ZCTA5 11451,-,**
8600000US11501,11501,ZCTA5 11501,43755,3827
8600000US11507,11507,ZCTA5 11507,52213,4212
8600000US11509,11509,ZCTA5 11509,86671,15894
8600000US11510,11510,ZCTA5 11510,38466,1624
8600000US11514,11514,ZCTA5 11514,43109,6273
8600000US11516,11516,ZCTA5 11516,36818,4509
8600000US11518,11518,ZCTA5 11518,45230,4007
8600000US11520,11520,ZCTA5 11520,29830,1153
8600000US11530,11530,ZCTA5 11530,66042,3921
8600000US11542,11542,ZCTA5 11542,39658,2804
8600000US11545,11545,ZCTA5 11545,85083,6128
8600000US11547,11547,ZCTA5 11547,47352,14675
8600000US11548,11548,ZCTA5 11548,36389,10289
8600000US11549,11549,ZCTA5 11549,3945,775
8600000US11550,11550,ZCTA5 11550,23540,985
8600000US11552,11552,ZCTA5 11552,39363,2503
8600000US11553,11553,ZCTA5 11553,23131,1186
8600000US11554,11554,ZCTA5 11554,39549,2105
8600000US11556,11556,ZCTA5 11556,26550,39553
8600000US11557,11557,ZCTA5 11557,62295,5498
8600000US11558,11558,ZCTA5 11558,39520,3255
8600000US11559,11559,ZCTA5 11559,70822,15413
8600000US11560,11560,ZCTA5 11560,75115,7101
8600000US11561,11561,ZCTA5 11561,53388,2786
8600000US11563,11563,ZCTA5 11563,43438,2780
8600000US11565,11565,ZCTA5 11565,48938,4439
8600000US11566,11566,ZCTA5 11566,55442,1985
8600000US11568,11568,ZCTA5 11568,75136,13354
8600000US11569,11569,ZCTA5 11569,73771,18186
8600000US11570,11570,ZCTA5 11570,55377,2702
8600000US11572,11572,ZCTA5 11572,45505,2057
8600000US11575,11575,ZCTA5 11575,26117,1872
8600000US11576,11576,ZCTA5 11576,84724,5571
8600000US11577,11577,ZCTA5 11577,60884,4757
8600000US11579,11579,ZCTA5 11579,57550,6766
8600000US11580,11580,ZCTA5 11580,36098,1553
8600000US11581,11581,ZCTA5 11581,43109,2551
8600000US11590,11590,ZCTA5 11590,37909,1342
8600000US11596,11596,ZCTA5 11596,54484,4447
8600000US11598,11598,ZCTA5 11598,53159,5254
8600000US11691,11691,ZCTA5 11691,19799,1020
8600000US11692,11692,ZCTA5 11692,21492,1821
8600000US11693,11693,ZCTA5 11693,28735,2151
8600000US11694,11694,ZCTA5 11694,43411,2511
8600000US11697,11697,ZCTA5 11697,48159,5495
8600000US11701,11701,ZCTA5 11701,30237,1879
8600000US11702,11702,ZCTA5 11702,52975,3888
8600000US11703,11703,ZCTA5 11703,38098,2766
8600000US11704,11704,ZCTA5 11704,34400,1688
8600000US11705,11705,ZCTA5 11705,48604,3527
8600000US11706,11706,ZCTA5 11706,29806,1483
8600000US11709,11709,ZCTA5 11709,49690,5112
8600000US11710,11710,ZCTA5 11710,47118,2433
8600000US11713,11713,ZCTA5 11713,33571,3336
8600000US11714,11714,ZCTA5 11714,41501,2367
8600000US11715,11715,ZCTA5 11715,45965,4464
8600000US11716,11716,ZCTA5 11716,39034,3332
8600000US11717,11717,ZCTA5 11717,22651,1361
8600000US11718,11718,ZCTA5 11718,60678,7409
8600000US11719,11719,ZCTA5 11719,38564,4580
8600000US11720,11720,ZCTA5 11720,36343,1792
8600000US11721,11721,ZCTA5 11721,62148,6168
8600000US11722,11722,ZCTA5 11722,24839,1315
8600000US11724,11724,ZCTA5 11724,88451,11664
8600000US11725,11725,ZCTA5 11725,48697,1868
8600000US11726,11726,ZCTA5 11726,26478,1588
8600000US11727,11727,ZCTA5 11727,35155,2540
8600000US11729,11729,ZCTA5 11729,34339,1692
8600000US11730,11730,ZCTA5 11730,44395,5263
8600000US11731,11731,ZCTA5 11731,43816,1842
8600000US11732,11732,ZCTA5 11732,64293,7624
8600000US11733,11733,ZCTA5 11733,62622,3800
8600000US11735,11735,ZCTA5 11735,41790,2626
8600000US11738,11738,ZCTA5 11738,36637,2555
8600000US11739,11739,ZCTA5 11739,53088,10029
8600000US11740,11740,ZCTA5 11740,47221,3751
8600000US11741,11741,ZCTA5 11741,40026,1958
8600000US11742,11742,ZCTA5 11742,42318,3194
8600000US11743,11743,ZCTA5 11743,62687,3243
8600000US11746,11746,ZCTA5 11746,44827,2022
8600000US11747,11747,ZCTA5 11747,62129,5308
8600000US11749,11749,ZCTA5 11749,32653,2839
8600000US11751,11751,ZCTA5 11751,42450,3004
8600000US11752,11752,ZCTA5 11752,37735,3108
8600000US11753,11753,ZCTA5 11753,77584,7422
8600000US11754,11754,ZCTA5 11754,48635,3520
8600000US11755,11755,ZCTA5 11755,44091,3107
8600000US11756,11756,ZCTA5 11756,38781,1649
8600000US11757,11757,ZCTA5 11757,34269,1157
8600000US11758,11758,ZCTA5 11758,46956,1582
8600000US11762,11762,ZCTA5 11762,44602,1917
8600000US11763,11763,ZCTA5 11763,33562,2210
8600000US11764,11764,ZCTA5 11764,44795,5071
8600000US11765,11765,ZCTA5 11765,125220,29137
8600000US11766,11766,ZCTA5 11766,46739,4014
8600000US11767,11767,ZCTA5 11767,45012,3008
8600000US11768,11768,ZCTA5 11768,60033,4756
8600000US11769,11769,ZCTA5 11769,44203,3075
8600000US11770,11770,ZCTA5 11770,50122,18280
8600000US11771,11771,ZCTA5 11771,79890,11454
8600000US11772,11772,ZCTA5 11772,34285,2044
8600000US11776,11776,ZCTA5 11776,37480,2205
8600000US11777,11777,ZCTA5 11777,59247,4914
8600000US11778,11778,ZCTA5 11778,39896,4047
8600000US11779,11779,ZCTA5 11779,35222,1221
8600000US11780,11780,ZCTA5 11780,56623,4141
8600000US11782,11782,ZCTA5 11782,48452,2727
8600000US11783,11783,ZCTA5 11783,47516,2462
8600000US11784,11784,ZCTA5 11784,31035,1438
8600000US11786,11786,ZCTA5 11786,44597,3544
8600000US11787,11787,ZCTA5 11787,48881,2112
8600000US11788,11788,ZCTA5 11788,43177,2132
8600000US11789,11789,ZCTA5 11789,40587,5582
8600000US11790,11790,ZCTA5 11790,41950,3520
8600000US11791,11791,ZCTA5 11791,73725,3968
8600000US11792,11792,ZCTA5 11792,50023,4533
8600000US11793,11793,ZCTA5 11793,48910,3070
8600000US11794,11794,ZCTA5 11794,3966,3159
8600000US11795,11795,ZCTA5 11795,43040,1938
8600000US11796,11796,ZCTA5 11796,37982,3674
8600000US11797,11797,ZCTA5 11797,84151,8342
8600000US11798,11798,ZCTA5 11798,24503,1565
8600000US11801,11801,ZCTA5 11801,38825,1942
8600000US11803,11803,ZCTA5 11803,56403,2694
8600000US11804,11804,ZCTA5 11804,55709,8318
8600000US11901,11901,ZCTA5 11901,30276,2533
8600000US11930,11930,ZCTA5 11930,69935,13632
8600000US11932,11932,ZCTA5 11932,76389,21845
8600000US11933,11933,ZCTA5 11933,38204,4252
8600000US11934,11934,ZCTA5 11934,39941,6296
8600000US11935,11935,ZCTA5 11935,48279,8230
8600000US11937,11937,ZCTA5 11937,66958,8230
8600000US11939,11939,ZCTA5 11939,47648,7232
8600000US11940,11940,ZCTA5 11940,43774,5208
8600000US11941,11941,ZCTA5 11941,50090,9625
8600000US11942,11942,ZCTA5 11942,41102,3526
8600000US11944,11944,ZCTA5 11944,41622,6832
8600000US11946,11946,ZCTA5 11946,42936,3187
8600000US11947,11947,ZCTA5 11947,60464,15505
8600000US11948,11948,ZCTA5 11948,51603,25535
8600000US11949,11949,ZCTA5 11949,40446,3288
8600000US11950,11950,ZCTA5 11950,24631,1833
8600000US11951,11951,ZCTA5 11951,28266,2835
8600000US11952,11952,ZCTA5 11952,46803,11376
8600000US11953,11953,ZCTA5 11953,34315,1800
8600000US11954,11954,ZCTA5 11954,45852,5489
8600000US11955,11955,ZCTA5 11955,42867,6283
8600000US11956,11956,ZCTA5 11956,53516,10943
8600000US11957,11957,ZCTA5 11957,48720,10673
8600000US11958,11958,ZCTA5 11958,67125,19391
8600000US11959,11959,ZCTA5 11959,55828,11074
8600000US11960,11960,ZCTA5 11960,49884,15630
8600000US11961,11961,ZCTA5 11961,34900,2372
8600000US11962,11962,ZCTA5 11962,107046,50098
8600000US11963,11963,ZCTA5 11963,60482,7660
8600000US11964,11964,ZCTA5 11964,53903,16913
8600000US11965,11965,ZCTA5 11965,63406,30151
8600000US11967,11967,ZCTA5 11967,28565,1894
8600000US11968,11968,ZCTA5 11968,61771,9273
8600000US11970,11970,ZCTA5 11970,33124,22949
8600000US11971,11971,ZCTA5 11971,50352,9873
8600000US11972,11972,ZCTA5 11972,46881,11741
8600000US11973,11973,ZCTA5 11973,5386,7068
8600000US11975,11975,ZCTA5 11975,45074,19192
8600000US11976,11976,ZCTA5 11976,91602,22658
8600000US11977,11977,ZCTA5 11977,56158,8134
8600000US11978,11978,ZCTA5 11978,55997,6831
8600000US11980,11980,ZCTA5 11980,38834,3230
8600000US12007,12007,ZCTA5 12007,-,**
8600000US12008,12008,ZCTA5 12008,39391,8324
8600000US12009,12009,ZCTA5 12009,42810,3006
8600000US12010,12010,ZCTA5 12010,27059,1278
8600000US12015,12015,ZCTA5 12015,29496,2870
8600000US12017,12017,ZCTA5 12017,43575,14405
8600000US12018,12018,ZCTA5 12018,42422,4360
8600000US12019,12019,ZCTA5 12019,46269,2606
8600000US12020,12020,ZCTA5 12020,36768,1827
8600000US12022,12022,ZCTA5 12022,33344,6353
