Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
8600000US12018,12018,ZCTA5 12018,39164,4502
8600000US12019,12019,ZCTA5 12019,41113,2043
8600000US12020,12020,ZCTA5 12020,33154,1242
8600000US12022,12022,ZCTA5 12022,29455,4430
8600000US12023,12023,ZCTA5 12023,30189,3311
8600000US12024,12024,ZCTA5 12024,13707,2956
8600000US12025,12025,ZCTA5 12025,29611,3374
8600000US12027,12027,ZCTA5 12027,40456,3337
8600000US12028,12028,ZCTA5 12028,37102,8323
8600000US12029,12029,ZCTA5 12029,36118,7564
8600000US12031,12031,ZCTA5 12031,20484,4871
8600000US12032,12032,ZCTA5 12032,28081,4019
8600000US12033,12033,ZCTA5 12033,38645,6428
8600000US12035,12035,ZCTA5 12035,22862,4293
8600000US12036,12036,ZCTA5 12036,19771,5305
8600000US12037,12037,ZCTA5 12037,34032,3754
8600000US12040,12040,ZCTA5 12040,18333,9431
8600000US12041,12041,ZCTA5 12041,29920,6346
8600000US12042,12042,ZCTA5 12042,29593,9434
8600000US12043,12043,ZCTA5 12043,23928,2206
8600000US12045,12045,ZCTA5 12045,21508,10922
8600000US12046,12046,ZCTA5 12046,33872,4634
8600000US12047,12047,ZCTA5 12047,28057,1550
8600000US12051,12051,ZCTA5 12051,20104,4277
8600000US12052,12052,ZCTA5 12052,32880,4581
8600000US12053,12053,ZCTA5 12053,30663,3370
8600000US12054,12054,ZCTA5 12054,46085,3091
8600000US12056,12056,ZCTA5 12056,34436,5383
8600000US12057,12057,ZCTA5 12057,24640,2293
8600000US12058,12058,ZCTA5 12058,28027,4072
8600000US12059,12059,ZCTA5 12059,39932,4928
8600000US12060,12060,ZCTA5 12060,40895,7498
8600000US12061,12061,ZCTA5 12061,39865,2831
8600000US12062,12062,ZCTA5 12062,29845,3974
8600000US12063,12063,ZCTA5 12063,66342,25045
8600000US12064,12064,ZCTA5 12064,27860,8793
8600000US12065,12065,ZCTA5 12065,40595,1508
8600000US12066,12066,ZCTA5 12066,26846,3318
8600000US12067,12067,ZCTA5 12067,32512,6090
8600000US12068,12068,ZCTA5 12068,27616,5184
8600000US12069,12069,ZCTA5 12069,18484,8811
8600000US12070,12070,ZCTA5 12070,29153,8646
8600000US12071,12071,ZCTA5 12071,34336,10578
8600000US12072,12072,ZCTA5 12072,20593,1893
8600000US12074,12074,ZCTA5 12074,34805,3562
8600000US12075,12075,ZCTA5 12075,27505,3798
8600000US12076,12076,ZCTA5 12076,26574,2675
8600000US12077,12077,ZCTA5 12077,42437,5005
8600000US12078,12078,ZCTA5 12078,21383,1217
8600000US12083,12083,ZCTA5 12083,34468,3605
8600000US12084,12084,ZCTA5 12084,38335,4986
8600000US12085,12085,ZCTA5 12085,18705,3410
8600000US12086,12086,ZCTA5 12086,31706,4751
8600000US12087,12087,ZCTA5 12087,26234,3981
8600000US12089,12089,ZCTA5 12089,34274,10750
8600000US12090,12090,ZCTA5 12090,23877,2262
8600000US12092,12092,ZCTA5 12092,26621,5214
8600000US12093,12093,ZCTA5 12093,24376,2689
8600000US12094,12094,ZCTA5 12094,25986,4050
8600000US12095,12095,ZCTA5 12095,26402,2228
8600000US12106,12106,ZCTA5 12106,47634,6370
8600000US12108,12108,ZCTA5 12108,26337,6993
8600000US12110,12110,ZCTA5 12110,32698,2480
8600000US12115,12115,ZCTA5 12115,79536,62558
8600000US12116,12116,ZCTA5 12116,24397,3741
8600000US12117,12117,ZCTA5 12117,24014,2010
8600000US12118,12118,ZCTA5 12118,32423,2077
8600000US12120,12120,ZCTA5 12120,31250,5214
8600000US12121,12121,ZCTA5 12121,30830,3646
8600000US12122,12122,ZCTA5 12122,25142,2400
8600000US12123,12123,ZCTA5 12123,32637,2518
8600000US12124,12124,ZCTA5 12124,40424,14411
8600000US12125,12125,ZCTA5 12125,31980,4565
8600000US12130,12130,ZCTA5 12130,32355,12918
8600000US12131,12131,ZCTA5 12131,21732,7580
8600000US12132,12132,ZCTA5 12132,19432,11564
8600000US12134,12134,ZCTA5 12134,25761,2164
8600000US12136,12136,ZCTA5 12136,55817,15054
8600000US12137,12137,ZCTA5 12137,25611,3260
8600000US12138,12138,ZCTA5 12138,27952,1847
8600000US12139,12139,ZCTA5 12139,33555,7230
8600000US12140,12140,ZCTA5 12140,35788,5098
8600000US12143,12143,ZCTA5 12143,28840,3233
8600000US12144,12144,ZCTA5 12144,33448,2616
8600000US12147,12147,ZCTA5 12147,26814,6168
8600000US12148,12148,ZCTA5 12148,45043,4466
8600000US12149,12149,ZCTA5 12149,23683,2000
8600000US12150,12150,ZCTA5 12150,27631,4926
8600000US12151,12151,ZCTA5 12151,42028,7691
8600000US12153,12153,ZCTA5 12153,37257,8877
8600000US12154,12154,ZCTA5 12154,29800,2878
8600000US12155,12155,ZCTA5 12155,19886,1884
8600000US12156,12156,ZCTA5 12156,30856,6520
8600000US12157,12157,ZCTA5 12157,30106,3707
8600000US12158,12158,ZCTA5 12158,34113,2747
8600000US12159,12159,ZCTA5 12159,55836,6642
8600000US12160,12160,ZCTA5 12160,25012,4899
8600000US12161,12161,ZCTA5 12161,32643,3419
8600000US12164,12164,ZCTA5 12164,32857,6964
8600000US12165,12165,ZCTA5 12165,47328,22470
8600000US12166,12166,ZCTA5 12166,24055,3106
8600000US12167,12167,ZCTA5 12167,25340,2856
8600000US12168,12168,ZCTA5 12168,30309,5499
8600000US12169,12169,ZCTA5 12169,28724,8666
8600000US12170,12170,ZCTA5 12170,28454,3511
8600000US12172,12172,ZCTA5 12172,18557,4839
8600000US12173,12173,ZCTA5 12173,31288,4091
8600000US12174,12174,ZCTA5 12174,26891,13433
8600000US12175,12175,ZCTA5 12175,23756,5391
8600000US12176,12176,ZCTA5 12176,21304,9715
8600000US12177,12177,ZCTA5 12177,44029,14426
8600000US12180,12180,ZCTA5 12180,26884,955
8600000US12182,12182,ZCTA5 12182,23348,1581
8600000US12183,12183,ZCTA5 12183,25410,2916
8600000US12184,12184,ZCTA5 12184,38882,8065
8600000US12185,12185,ZCTA5 12185,35078,4543
8600000US12186,12186,ZCTA5 12186,40511,2204
8600000US12187,12187,ZCTA5 12187,29012,6417
8600000US12188,12188,ZCTA5 12188,35671,2749
8600000US12189,12189,ZCTA5 12189,28395,1685
8600000US12190,12190,ZCTA5 12190,19292,2843
8600000US12192,12192,ZCTA5 12192,29844,11079
8600000US12193,12193,ZCTA5 12193,37050,6803
8600000US12194,12194,ZCTA5 12194,25112,7662
8600000US12195,12195,ZCTA5 12195,35806,12273
8600000US12196,12196,ZCTA5 12196,41123,5403
8600000US12197,12197,ZCTA5 12197,23782,2670
8600000US12198,12198,ZCTA5 12198,35837,2334
8600000US12202,12202,ZCTA5 12202,18550,1802
8600000US12203,12203,ZCTA5 12203,30895,1610
8600000US12204,12204,ZCTA5 12204,31600,3414
8600000US12205,12205,ZCTA5 12205,31201,1111
8600000US12206,12206,ZCTA5 12206,18499,2201
8600000US12207,12207,ZCTA5 12207,13944,4328
8600000US12208,12208,ZCTA5 12208,32773,2253
8600000US12209,12209,ZCTA5 12209,24704,3138
8600000US12210,12210,ZCTA5 12210,35085,5926
8600000US12211,12211,ZCTA5 12211,48828,4226
8600000US12222,12222,ZCTA5 12222,2510,349
8600000US12302,12302,ZCTA5 12302,31217,1127
8600000US12303,12303,ZCTA5 12303,32196,1841
8600000US12304,12304,ZCTA5 12304,24089,1239
8600000US12305,12305,ZCTA5 12305,20272,2670
8600000US12306,12306,ZCTA5 12306,28352,889
8600000US12307,12307,ZCTA5 12307,11272,1543
8600000US12308,12308,ZCTA5 12308,23128,1463
8600000US12309,12309,ZCTA5 12309,43033,2352
8600000US12401,12401,ZCTA5 12401,26009,897
8600000US12404,12404,ZCTA5 12404,51486,12692
8600000US12405,12405,ZCTA5 12405,21743,2995
8600000US12406,12406,ZCTA5 12406,39341,20005
8600000US12407,12407,ZCTA5 12407,43998,10345
8600000US12409,12409,ZCTA5 12409,48424,12092
8600000US12410,12410,ZCTA5 12410,32699,4067
8600000US12411,12411,ZCTA5 12411,21665,5514
8600000US12412,12412,ZCTA5 12412,49953,31182
8600000US12413,12413,ZCTA5 12413,22998,4039
8600000US12414,12414,ZCTA5 12414,25702,2744
8600000US12416,12416,ZCTA5 12416,22115,6925
8600000US12417,12417,ZCTA5 12417,19807,5042
8600000US12418,12418,ZCTA5 12418,25218,9976
8600000US12419,12419,ZCTA5 12419,21771,7958
8600000US12420,12420,ZCTA5 12420,35735,16008
8600000US12421,12421,ZCTA5 12421,29318,6742
8600000US12422,12422,ZCTA5 12422,34168,12263
8600000US12423,12423,ZCTA5 12423,29156,6727
8600000US12424,12424,ZCTA5 12424,33998,9179
8600000US12427,12427,ZCTA5 12427,23013,5388
8600000US12428,12428,ZCTA5 12428,22272,2771
8600000US12429,12429,ZCTA5 12429,45033,13169
8600000US12430,12430,ZCTA5 12430,26590,3160
8600000US12431,12431,ZCTA5 12431,27421,8975
8600000US12432,12432,ZCTA5 12432,27394,6728
8600000US12433,12433,ZCTA5 12433,53934,13831
8600000US12434,12434,ZCTA5 12434,20551,4059
8600000US12435,12435,ZCTA5 12435,18195,5486
8600000US12436,12436,ZCTA5 12436,37077,12541
8600000US12438,12438,ZCTA5 12438,42791,30621
8600000US12439,12439,ZCTA5 12439,25311,6058
8600000US12440,12440,ZCTA5 12440,30802,5492
8600000US12441,12441,ZCTA5 12441,46564,19095
8600000US12442,12442,ZCTA5 12442,34188,15206
8600000US12443,12443,ZCTA5 12443,41555,6968
8600000US12444,12444,ZCTA5 12444,30302,5925
8600000US12446,12446,ZCTA5 12446,30916,5362
8600000US12448,12448,ZCTA5 12448,70017,24147
8600000US12449,12449,ZCTA5 12449,27131,5511
8600000US12450,12450,ZCTA5 12450,10310,8001
8600000US12451,12451,ZCTA5 12451,25908,4436
8600000US12452,12452,ZCTA5 12452,18279,4355
8600000US12453,12453,ZCTA5 12453,37189,20070
8600000US12454,12454,ZCTA5 12454,29099,4651
8600000US12455,12455,ZCTA5 12455,23166,3846
8600000US12456,12456,ZCTA5 12456,18306,4141
8600000US12457,12457,ZCTA5 12457,35168,10628
8600000US12458,12458,ZCTA5 12458,19744,2842
8600000US12459,12459,ZCTA5 12459,40416,22980
8600000US12460,12460,ZCTA5 12460,18833,9389
8600000US12461,12461,ZCTA5 12461,39920,11901
8600000US12463,12463,ZCTA5 12463,30043,6454
8600000US12464,12464,ZCTA5 12464,39778,11250
8600000US12465,12465,ZCTA5 12465,34100,10589
8600000US12466,12466,ZCTA5 12466,36853,4994
8600000US12468,12468,ZCTA5 12468,24339,3430
8600000US12469,12469,ZCTA5 12469,27707,4217
8600000US12470,12470,ZCTA5 12470,20945,7506
8600000US12471,12471,ZCTA5 12471,12753,4693
8600000US12472,12472,ZCTA5 12472,28382,4319
8600000US12473,12473,ZCTA5 12473,33356,11969
8600000US12474,12474,ZCTA5 12474,19971,3803
8600000US12475,12475,ZCTA5 12475,34328,20424
8600000US12477,12477,ZCTA5 12477,31169,2839
8600000US12480,12480,ZCTA5 12480,29894,9783
8600000US12481,12481,ZCTA5 12481,33986,7460
8600000US12482,12482,ZCTA5 12482,18920,6005
8600000US12483,12483,ZCTA5 12483,25368,14461
8600000US12484,12484,ZCTA5 12484,32192,5998
8600000US12485,12485,ZCTA5 12485,26824,5346
8600000US12486,12486,ZCTA5 12486,33801,6929
8600000US12487,12487,ZCTA5 12487,33352,5239
8600000US12489,12489,ZCTA5 12489,11064,3337
8600000US12490,12490,ZCTA5 12490,-,**
8600000US12491,12491,ZCTA5 12491,32023,4410
8600000US12492,12492,ZCTA5 12492,26240,5742
8600000US12493,12493,ZCTA5 12493,38526,13103
8600000US12494,12494,ZCTA5 12494,30837,4793
8600000US12495,12495,ZCTA5 12495,44974,17208
8600000US12496,12496,ZCTA5 12496,30386,4118
8600000US12498,12498,ZCTA5 12498,53842,6651
8600000US12501,12501,ZCTA5 12501,38669,11075
8600000US12502,12502,ZCTA5 12502,31009,4963
8600000US12503,12503,ZCTA5 12503,40873,9590
8600000US12504,12504,ZCTA5 12504,6053,1195
8600000US12507,12507,ZCTA5 12507,31618,11795
8600000US12508,12508,ZCTA5 12508,32285,2472
8600000US12512,12512,ZCTA5 12512,124380,57750
8600000US12513,12513,ZCTA5 12513,33852,7570
8600000US12514,12514,ZCTA5 12514,40744,6152
8600000US12515,12515,ZCTA5 12515,36603,8328
8600000US12516,12516,ZCTA5 12516,25999,4626
8600000US12517,12517,ZCTA5 12517,29289,7497
8600000US12518,12518,ZCTA5 12518,40054,3674
8600000US12520,12520,ZCTA5 12520,45805,5443
8600000US12521,12521,ZCTA5 12521,36394,11018
8600000US12522,12522,ZCTA5 12522,29047,3628
8600000US12523,12523,ZCTA5 12523,31299,5364
8600000US12524,12524,ZCTA5 12524,34665,1939
8600000US12525,12525,ZCTA5 12525,35672,7256
8600000US12526,12526,ZCTA5 12526,34667,2686
8600000US12527,12527,ZCTA5 12527,35139,16280
8600000US12528,12528,ZCTA5 12528,32554,2062
8600000US12529,12529,ZCTA5 12529,39259,7490
8600000US12530,12530,ZCTA5 12530,18190,5809
8600000US12531,12531,ZCTA5 12531,40730,7967
8600000US12533,12533,ZCTA5 12533,39600,2300
8600000US12534,12534,ZCTA5 12534,27336,1681
8600000US12538,12538,ZCTA5 12538,32175,1895
8600000US12540,12540,ZCTA5 12540,40962,3402
8600000US12542,12542,ZCTA5 12542,30974,2876
8600000US12543,12543,ZCTA5 12543,30258,3198
8600000US12545,12545,ZCTA5 12545,41131,4636
8600000US12546,12546,ZCTA5 12546,31009,5393
8600000US12547,12547,ZCTA5 12547,32244,3458
8600000US12548,12548,ZCTA5 12548,27003,5119
8600000US12549,12549,ZCTA5 12549,35870,3691
8600000US12550,12550,ZCTA5 12550,25308,1122
8600000US12553,12553,ZCTA5 12553,32845,1506
8600000US12561,12561,ZCTA5 12561,31003,2693
8600000US12563,12563,ZCTA5 12563,27731,2942
8600000US12564,12564,ZCTA5 12564,37831,5556
8600000US12565,12565,ZCTA5 12565,24390,5894
8600000US12566,12566,ZCTA5 12566,34639,2801
8600000US12567,12567,ZCTA5 12567,37992,5584
8600000US12569,12569,ZCTA5 12569,37379,4692
8600000US12570,12570,ZCTA5 12570,41509,3715
8600000US12571,12571,ZCTA5 12571,38315,2830
8600000US12572,12572,ZCTA5 12572,47921,3597
8600000US12574,12574,ZCTA5 12574,40012,11644
8600000US12575,12575,ZCTA5 12575,41883,7958
8600000US12577,12577,ZCTA5 12577,36067,8664
8600000US12578,12578,ZCTA5 12578,37202,5749
8600000US12580,12580,ZCTA5 12580,36977,5195
8600000US12581,12581,ZCTA5 12581,45608,10503
8600000US12582,12582,ZCTA5 12582,29102,3251
8600000US12583,12583,ZCTA5 12583,31066,4971
8600000US12585,12585,ZCTA5 12585,45844,11073
8600000US12586,12586,ZCTA5 12586,29058,2329
8600000US12589,12589,ZCTA5 12589,26466,2922
8600000US12590,12590,ZCTA5 12590,35649,1697
8600000US12592,12592,ZCTA5 12592,29917,6123
8600000US12594,12594,ZCTA5 12594,27180,3054
8600000US12601,12601,ZCTA5 12601,22774,1201
8600000US12603,12603,ZCTA5 12603,33459,1366
8600000US12604,12604,ZCTA5 12604,4678,1610
8600000US12701,12701,ZCTA5 12701,21219,2275
8600000US12719,12719,ZCTA5 12719,33989,7848
8600000US12720,12720,ZCTA5 12720,37984,14914
8600000US12721,12721,ZCTA5 12721,25277,2461
8600000US12722,12722,ZCTA5 12722,23646,21781
8600000US12723,12723,ZCTA5 12723,24781,3815
8600000US12724,12724,ZCTA5 12724,27599,11536
8600000US12725,12725,ZCTA5 12725,29900,11533
8600000US12726,12726,ZCTA5 12726,29579,3586
8600000US12729,12729,ZCTA5 12729,30494,7199
8600000US12732,12732,ZCTA5 12732,30311,6410
8600000US12733,12733,ZCTA5 12733,8565,2041
8600000US12734,12734,ZCTA5 12734,32054,10644
8600000US12736,12736,ZCTA5 12736,20650,6149
8600000US12737,12737,ZCTA5 12737,27819,3408
8600000US12738,12738,ZCTA5 12738,39745,17606
8600000US12740,12740,ZCTA5 12740,29261,3817
8600000US12741,12741,ZCTA5 12741,27442,5888
8600000US12742,12742,ZCTA5 12742,23775,4490
8600000US12743,12743,ZCTA5 12743,37086,9594
8600000US12745,12745,ZCTA5 12745,32424,16592
8600000US12746,12746,ZCTA5 12746,28479,5188
8600000US12747,12747,ZCTA5 12747,28478,7640
8600000US12748,12748,ZCTA5 12748,39180,13488
8600000US12749,12749,ZCTA5 12749,35203,9651
8600000US12750,12750,ZCTA5 12750,32007,10584
8600000US12751,12751,ZCTA5 12751,15024,2644
8600000US12752,12752,ZCTA5 12752,32058,6540
8600000US12754,12754,ZCTA5 12754,24519,3899
8600000US12758,12758,ZCTA5 12758,28767,5121
8600000US12759,12759,ZCTA5 12759,10912,2566
8600000US12760,12760,ZCTA5 12760,32722,6147
8600000US12762,12762,ZCTA5 12762,31751,17560
8600000US12763,12763,ZCTA5 12763,29294,8473
8600000US12764,12764,ZCTA5 12764,33049,5106
8600000US12765,12765,ZCTA5 12765,26585,4654
8600000US12766,12766,ZCTA5 12766,32268,5847
8600000US12767,12767,ZCTA5 12767,27500,5505
8600000US12768,12768,ZCTA5 12768,32215,7790
8600000US12769,12769,ZCTA5 12769,36049,8022
8600000US12770,12770,ZCTA5 12770,32354,10878
8600000US12771,12771,ZCTA5 12771,25261,2123
8600000US12775,12775,ZCTA5 12775,36363,2930
8600000US12776,12776,ZCTA5 12776,29637,4738
8600000US12777,12777,ZCTA5 12777,47315,9068
8600000US12778,12778,ZCTA5 12778,45743,22423
8600000US12779,12779,ZCTA5 12779,15158,3065
8600000US12780,12780,ZCTA5 12780,20692,3702
8600000US12781,12781,ZCTA5 12781,21781,8015
8600000US12783,12783,ZCTA5 12783,21136,2938
8600000US12784,12784,ZCTA5 12784,11340,6132
8600000US12785,12785,ZCTA5 12785,27575,9109
8600000US12786,12786,ZCTA5 12786,22635,7385
8600000US12787,12787,ZCTA5 12787,27952,11427
8600000US12788,12788,ZCTA5 12788,14879,2132
8600000US12789,12789,ZCTA5 12789,31379,5857
8600000US12790,12790,ZCTA5 12790,24546,3100
8600000US12791,12791,ZCTA5 12791,35029,11756
8600000US12792,12792,ZCTA5 12792,16077,8626
8600000US12801,12801,ZCTA5 12801,26796,1679
8600000US12803,12803,ZCTA5 12803,28148,1866
8600000US12804,12804,ZCTA5 12804,33644,1789
8600000US12808,12808,ZCTA5 12808,45242,8290
8600000US12809,12809,ZCTA5 12809,27204,2927
8600000US12810,12810,ZCTA5 12810,25551,3071
8600000US12811,12811,ZCTA5 12811,11590,1670
8600000US12812,12812,ZCTA5 12812,23600,7471
8600000US12814,12814,ZCTA5 12814,35508,8370
8600000US12815,12815,ZCTA5 12815,30685,4036
8600000US12816,12816,ZCTA5 12816,26988,1664
8600000US12817,12817,ZCTA5 12817,26976,4021
8600000US12819,12819,ZCTA5 12819,23297,3533
8600000US12821,12821,ZCTA5 12821,3450,923
8600000US12822,12822,ZCTA5 12822,24178,1926
8600000US12823,12823,ZCTA5 12823,26705,7453
8600000US12824,12824,ZCTA5 12824,38444,6777
8600000US12827,12827,ZCTA5 12827,25545,2017
8600000US12828,12828,ZCTA5 12828,28026,3245
8600000US12831,12831,ZCTA5 12831,32984,2163
8600000US12832,12832,ZCTA5 12832,22318,1955
8600000US12833,12833,ZCTA5 12833,32373,3585
8600000US12834,12834,ZCTA5 12834,30289,2869
8600000US12835,12835,ZCTA5 12835,25733,1945
8600000US12836,12836,ZCTA5 12836,30614,3814
8600000US12837,12837,ZCTA5 12837,22653,4157
8600000US12838,12838,ZCTA5 12838,31448,5648
8600000US12839,12839,ZCTA5 12839,21932,1611
8600000US12841,12841,ZCTA5 12841,42708,40457
8600000US12842,12842,ZCTA5 12842,33690,15763
8600000US12843,12843,ZCTA5 12843,22477,4982
8600000US12844,12844,ZCTA5 12844,34329,14298
8600000US12845,12845,ZCTA5 12845,38335,4556
8600000US12846,12846,ZCTA5 12846,24880,3911
8600000US12847,12847,ZCTA5 12847,39498,9751
8600000US12849,12849,ZCTA5 12849,23449,13099
8600000US12850,12850,ZCTA5 12850,33741,4266
8600000US12851,12851,ZCTA5 12851,25082,7034
8600000US12852,12852,ZCTA5 12852,26045,3470
8600000US12853,12853,ZCTA5 12853,19898,3191
8600000US12855,12855,ZCTA5 12855,24458,3635
8600000US12856,12856,ZCTA5 12856,29410,10173
8600000US12857,12857,ZCTA5 12857,23297,6122
8600000US12858,12858,ZCTA5 12858,18821,8056
8600000US12859,12859,ZCTA5 12859,28881,3588
8600000US12860,12860,ZCTA5 12860,16475,7650
8600000US12861,12861,ZCTA5 12861,38021,7974
8600000US12863,12863,ZCTA5 12863,32134,6952
8600000US12864,12864,ZCTA5 12864,28395,10442
8600000US12865,12865,ZCTA5 12865,24995,1905
8600000US12866,12866,ZCTA5 12866,40229,1697
8600000US12870,12870,ZCTA5 12870,32013,5850
8600000US12871,12871,ZCTA5 12871,33067,6157
8600000US12872,12872,ZCTA5 12872,8980,3194
8600000US12873,12873,ZCTA5 12873,28567,5076
8600000US12874,12874,ZCTA5 12874,53814,12164
8600000US12878,12878,ZCTA5 12878,24117,3086
8600000US12883,12883,ZCTA5 12883,27875,5407
8600000US12884,12884,ZCTA5 12884,23802,6219
8600000US12885,12885,ZCTA5 12885,26528,4056
8600000US12886,12886,ZCTA5 12886,31644,12217
8600000US12887,12887,ZCTA5 12887,22858,1807
8600000US12901,12901,ZCTA5 12901,23540,1060
8600000US12903,12903,ZCTA5 12903,31503,4702
8600000US12910,12910,ZCTA5 12910,19353,3751
8600000US12911,12911,ZCTA5 12911,30888,4734
8600000US12912,12912,ZCTA5 12912,26699,3911
8600000US12913,12913,ZCTA5 12913,30334,5078
8600000US12914,12914,ZCTA5 12914,22148,3659
8600000US12916,12916,ZCTA5 12916,29750,7574
8600000US12917,12917,ZCTA5 12917,28774,4875
8600000US12918,12918,ZCTA5 12918,28913,3424
8600000US12919,12919,ZCTA5 12919,21366,2924
8600000US12920,12920,ZCTA5 12920,22317,2166
8600000US12921,12921,ZCTA5 12921,31089,5021
8600000US12922,12922,ZCTA5 12922,28581,12549
8600000US12923,12923,ZCTA5 12923,21225,2910
8600000US12924,12924,ZCTA5 12924,16321,4605
8600000US12926,12926,ZCTA5 12926,25920,2421
8600000US12927,12927,ZCTA5 12927,28243,8755
8600000US12928,12928,ZCTA5 12928,22748,3644
8600000US12929,12929,ZCTA5 12929,5331,1228
8600000US12930,12930,ZCTA5 12930,21700,2813
8600000US12932,12932,ZCTA5 12932,24986,3212
8600000US12934,12934,ZCTA5 12934,19686,3804
8600000US12935,12935,ZCTA5 12935,28140,10648
8600000US12936,12936,ZCTA5 12936,30183,5904
8600000US12937,12937,ZCTA5 12937,21208,3740
8600000US12939,12939,ZCTA5 12939,30292,6893
8600000US12941,12941,ZCTA5 12941,26352,2979
8600000US12942,12942,ZCTA5 12942,31955,5578
8600000US12943,12943,ZCTA5 12943,26731,4527
8600000US12944,12944,ZCTA5 12944,25618,2188
8600000US12945,12945,ZCTA5 12945,37117,15406
8600000US12946,12946,ZCTA5 12946,32726,3532
8600000US12950,12950,ZCTA5 12950,19789,2890
8600000US12952,12952,ZCTA5 12952,19946,7176
8600000US12953,12953,ZCTA5 12953,18730,1498
8600000US12955,12955,ZCTA5 12955,23838,5014
8600000US12956,12956,ZCTA5 12956,23224,4319
8600000US12957,12957,ZCTA5 12957,21080,3905
8600000US12958,12958,ZCTA5 12958,20986,4993
8600000US12959,12959,ZCTA5 12959,26842,5355
8600000US12960,12960,ZCTA5 12960,24654,3603
8600000US12961,12961,ZCTA5 12961,22292,3722
8600000US12962,12962,ZCTA5 12962,34235,6225
8600000US12964,12964,ZCTA5 12964,43357,14444
8600000US12965,12965,ZCTA5 12965,19406,2823
8600000US12966,12966,ZCTA5 12966,19641,1781
8600000US12967,12967,ZCTA5 12967,16948,3475
8600000US12969,12969,ZCTA5 12969,23385,5190
8600000US12970,12970,ZCTA5 12970,12364,1994
8600000US12972,12972,ZCTA5 12972,32704,3225
8600000US12973,12973,ZCTA5 12973,23107,6012
8600000US12974,12974,ZCTA5 12974,24565,3467
8600000US12975,12975,ZCTA5 12975,36026,10184
8600000US12976,12976,ZCTA5 12976,39726,8514
8600000US12977,12977,ZCTA5 12977,6306,3865
8600000US12978,12978,ZCTA5 12978,17853,15848
8600000US12979,12979,ZCTA5 12979,34533,4830
8600000US12980,12980,ZCTA5 12980,23109,3296
8600000US12981,12981,ZCTA5 12981,28467,3983
8600000US12983,12983,ZCTA5 12983,29372,1982
8600000US12985,12985,ZCTA5 12985,23422,5282
8600000US12986,12986,ZCTA5 12986,26099,2407
8600000US12987,12987,ZCTA5 12987,28363,9943
8600000US12989,12989,ZCTA5 12989,31172,4840
8600000US12992,12992,ZCTA5 12992,25460,3528
8600000US12993,12993,ZCTA5 12993,26794,4478
8600000US12996,12996,ZCTA5 12996,24720,2654
8600000US12997,12997,ZCTA5 12997,28586,3235
8600000US12998,12998,ZCTA5 12998,13712,6303
8600000US13020,13020,ZCTA5 13020,17452,6355
8600000US13021,13021,ZCTA5 13021,26780,913
8600000US13024,13024,ZCTA5 13024,186,160
8600000US13026,13026,ZCTA5 13026,26756,2715
8600000US13027,13027,ZCTA5 13027,34629,1217
8600000US13028,13028,ZCTA5 13028,27951,9657
8600000US13029,13029,ZCTA5 13029,31624,4621
8600000US13030,13030,ZCTA5 13030,28920,2789
8600000US13031,13031,ZCTA5 13031,33773,1599
8600000US13032,13032,ZCTA5 13032,26359,1862
8600000US13033,13033,ZCTA5 13033,25980,2168
8600000US13034,13034,ZCTA5 13034,31227,3868
8600000US13035,13035,ZCTA5 13035,36664,3253
8600000US13036,13036,ZCTA5 13036,24665,1486
8600000US13037,13037,ZCTA5 13037,29415,2090
8600000US13039,13039,ZCTA5 13039,33820,1505
8600000US13040,13040,ZCTA5 13040,22481,1644
8600000US13041,13041,ZCTA5 13041,32189,2304
8600000US13042,13042,ZCTA5 13042,21900,4937
8600000US13044,13044,ZCTA5 13044,28978,3638
8600000US13045,13045,ZCTA5 13045,23102,1252
8600000US13051,13051,ZCTA5 13051,7754,12597
8600000US13052,13052,ZCTA5 13052,26104,2844
8600000US13053,13053,ZCTA5 13053,35827,6422
8600000US13054,13054,ZCTA5 13054,22608,3948
8600000US13057,13057,ZCTA5 13057,29732,1328
8600000US13060,13060,ZCTA5 13060,27890,3426
8600000US13061,13061,ZCTA5 13061,28983,4072
8600000US13062,13062,ZCTA5 13062,16243,7552
8600000US13063,13063,ZCTA5 13063,31606,4373
8600000US13064,13064,ZCTA5 13064,67120,55352
8600000US13066,13066,ZCTA5 13066,46222,2526
8600000US13068,13068,ZCTA5 13068,30137,3650
8600000US13069,13069,ZCTA5 13069,22121,1264
8600000US13071,13071,ZCTA5 13071,24651,3544
8600000US13072,13072,ZCTA5 13072,21306,3377
8600000US13073,13073,ZCTA5 13073,29472,3349
8600000US13074,13074,ZCTA5 13074,23177,2637
8600000US13076,13076,ZCTA5 13076,25028,3522
8600000US13077,13077,ZCTA5 13077,26614,1893
8600000US13078,13078,ZCTA5 13078,47202,4614
8600000US13080,13080,ZCTA5 13080,27081,2609
8600000US13081,13081,ZCTA5 13081,36924,5375
8600000US13082,13082,ZCTA5 13082,28596,2684
8600000US13083,13083,ZCTA5 13083,23357,2628
8600000US13084,13084,ZCTA5 13084,33113,3718
8600000US13087,13087,ZCTA5 13087,48211,18435
8600000US13088,13088,ZCTA5 13088,30138,1905
8600000US13090,13090,ZCTA5 13090,31268,1286
8600000US13092,13092,ZCTA5 13092,25878,2205
